player,hoop_math_player_name,school,hoop_math_school,season,hm_fag,ts_percent,e_fg_percent,percent_shots_at_rim,fg_percent_at_rim,percent_assisted_at_rim,percent_shots_2pt_j,fg_percent_2pt_jumpers,percent_assisted_2pt_j,percent_of_shots_3pt,x3fg_percent,percent_assisted_3s,fta_fga,ft_percent
Jameer Nelson,Nelson Jameer,George Washington,George Washington,2020-21,51,0.47600000000000003,0.42200000000000004,0.51,0.5379999999999999,0.35700000000000004,0.255,0.231,0.667,0.235,0.25,0.667,0.451,0.696
Hunter Dean,Hunter Dean,George Washington,George Washington,2020-21,18,0.45199999999999996,0.5,0.444,0.625,0.2,0.444,0.5,0.25,0.111,0,NA,1,0.33299999999999996
Noel Brown,Noel Brown,George Washington,George Washington,2020-21,20,0.389,0.4,0.55,0.545,0.667,0.45,0.222,0,0,NA,NA,0.6,0.33299999999999996
Lincoln Ball,Lincoln Ball,George Washington,George Washington,2020-21,28.000000000000004,0.255,0.25,0.179,0.4,0.5,0.5710000000000001,0.125,0.5,0.25,0.28600000000000003,1,0.107,0.33299999999999996
Javon Greene,Javon Greene,George Mason,George Mason,2020-21,169,0.5760000000000001,0.5379999999999999,0.29600000000000004,0.64,0.21899999999999997,0.136,0.217,0.2,0.568,0.375,0.917,0.361,0.754
Tyler Kolek,Tyler Kolek,George Mason,George Mason,2020-21,183,0.5670000000000001,0.544,0.098,0.722,0.385,0.142,0.385,0.1,0.76,0.36700000000000005,0.765,0.18600000000000003,0.794
Jordan Miller,Jordan Miller,George Mason,George Mason,2020-21,227,0.554,0.515,0.366,0.6629999999999999,0.473,0.33,0.34700000000000003,0.34600000000000003,0.304,0.348,0.792,0.29100000000000004,0.7879999999999999
Greg Calixte,Greg Calixte,George Mason,George Mason,2020-21,25,0.546,0.6,0.68,0.706,0.667,0.32,0.375,0.33299999999999996,0,NA,NA,0.44,0.273
Josh Oduro,Josh Oduro,George Mason,George Mason,2020-21,165,0.522,0.503,0.49700000000000005,0.695,0.474,0.442,0.315,0.261,0.061,0.2,0.5,0.327,0.611
Jamal Hartwell,Jamal Hartwell II,George Mason,George Mason,2020-21,95,0.517,0.484,0.063,0.33299999999999996,0,0.4,0.368,0.14300000000000002,0.537,0.392,0.85,0.168,0.875
Bahaide Haidara,Bahaïde Haïdara,George Mason,George Mason,2020-21,43,0.48400000000000004,0.535,0.7440000000000001,0.625,0.5,0.209,0.33299999999999996,0,0.047,0,NA,0.37200000000000005,0.188
Otis Frazier,Otis Frazier III,George Mason,George Mason,2020-21,32,0.48700000000000004,0.484,0.344,0.545,0.33299999999999996,0.156,0.4,0.5,0.5,0.312,0.6,0.125,0.5
Xavier Johnson,Xavier Johnson,George Mason,George Mason,2020-21,65,0.42500000000000004,0.385,0.33799999999999997,0.5,0.364,0.16899999999999998,0.182,0,0.49200000000000005,0.25,0.875,0.446,0.586
Ronald Polite,Ronald Polite,George Mason,George Mason,2020-21,47,0.27,0.223,0.27699999999999997,0.385,0,0.36200000000000004,0.235,0.5,0.36200000000000004,0.059000000000000004,1,0.298,0.5710000000000001
T.J. Berger,T.J. Berger,Georgetown,Georgetown,2020-21,14.000000000000002,0.6809999999999999,0.7140000000000001,0.071,1,0,0,NA,NA,0.929,0.462,0.833,0.214,0.33299999999999996
Donald Carey,Donald Carey,Georgetown,Georgetown,2020-21,138,0.631,0.601,0.196,0.63,0.41200000000000003,0.217,0.4,0.33299999999999996,0.5870000000000001,0.444,0.6940000000000001,0.203,0.893
Qudus Wahab,Qudus Wahab,Georgetown,Georgetown,2020-21,199,0.626,0.603,0.518,0.6890000000000001,0.62,0.48200000000000004,0.51,0.5710000000000001,0,NA,NA,0.5329999999999999,0.679
Chudier Bile,Chudier Bile,Georgetown,Georgetown,2020-21,178,0.518,0.483,0.315,0.5,0.321,0.20800000000000002,0.27,0.3,0.478,0.376,0.9059999999999999,0.39299999999999996,0.6709999999999999
Jahvon Blair,Jahvon Blair,Georgetown,Georgetown,2020-21,320,0.537,0.498,0.11599999999999999,0.541,0.4,0.309,0.424,0.095,0.575,0.353,0.5539999999999999,0.228,0.8490000000000001
Jamari Sibley,Jamari Sibley,Georgetown,Georgetown,2020-21,19,0.481,0.474,0.158,0.667,1,0.526,0.4,0,0.316,0.33299999999999996,1,0.316,0.5
Jamorko Pickett,Jamorko Pickett,Georgetown,Georgetown,2020-21,254,0.492,0.441,0.209,0.491,0.308,0.386,0.327,0.344,0.406,0.35,0.8059999999999999,0.287,0.8220000000000001
Timothy Ighoefe,Timothy Ighoefe,Georgetown,Georgetown,2020-21,48,0.47200000000000003,0.45799999999999996,0.667,0.625,0.5,0.33299999999999996,0.125,1,0,NA,NA,0.312,0.5329999999999999
Dante Harris,Dante Harris,Georgetown,Georgetown,2020-21,193,0.4300000000000001,0.389,0.35200000000000004,0.353,0.16699999999999998,0.275,0.45299999999999996,0.083,0.373,0.25,0.722,0.166,0.9059999999999999
Jalen Harris,Jalen Harris,Georgetown,Georgetown,2020-21,28.000000000000004,0.377,0.321,0.25,0.429,0.33299999999999996,0.35700000000000004,0,NA,0.39299999999999996,0.364,0.5,0.28600000000000003,0.75
Jaxon Etter,Jaxon Etter,Georgia,Georgia,2020-21,27,0.729,0.685,0.593,0.812,0.6920000000000001,0.185,0.2,0,0.222,0.5,1,0.40700000000000003,0.909
Tye Fagan,Tye Fagan,Georgia,Georgia,2020-21,179,0.612,0.615,0.508,0.769,0.614,0.285,0.49,0.36,0.207,0.27,0.8,0.201,0.556
P.J. Horne,P.J. Horne,Georgia,Georgia,2020-21,172,0.599,0.581,0.16899999999999998,0.7929999999999999,0.348,0.11,0.42100000000000004,0.375,0.721,0.371,1,0.163,0.7859999999999999
Andrew Garcia,Andrew Garcia,Georgia,Georgia,2020-21,157,0.591,0.545,0.675,0.679,0.486,0.287,0.267,0.667,0.038,0.16699999999999998,1,0.446,0.7709999999999999
Toumani Camara,Toumani Camara,Georgia,Georgia,2020-21,247.00000000000003,0.539,0.516,0.526,0.6459999999999999,0.56,0.243,0.35,0.381,0.231,0.263,0.9329999999999999,0.41700000000000004,0.621
Christian Brown,Christian Brown,Georgia,Georgia,2020-21,55.00000000000001,0.534,0.491,0.436,0.625,0.8,0.255,0.214,0.667,0.309,0.353,1,0.545,0.667
K.D. Johnson,K.D. Johnson,Georgia,Georgia,2020-21,161,0.531,0.49700000000000005,0.45299999999999996,0.534,0.308,0.161,0.192,0.4,0.385,0.387,0.792,0.5529999999999999,0.629
Tyron McMillan,Tyron McMillan,Georgia,Georgia,2020-21,28.000000000000004,0.527,0.46399999999999997,0.5710000000000001,0.625,0.6,0.35700000000000004,0.3,0,0.071,0,NA,0.607,0.706
Justin Kier,Justin Kier,Georgia,Georgia,2020-21,198,0.525,0.48700000000000004,0.268,0.509,0.29600000000000004,0.222,0.318,0.14300000000000002,0.51,0.366,0.919,0.303,0.75
Jonathan Ned,Jonathan Ned,Georgia,Georgia,2020-21,24,0.479,0.479,0.125,0.33299999999999996,1,0.25,0.5,0.667,0.625,0.33299999999999996,0.6,0,NA
Sahvir Wheeler,Sahvir Wheeler,Georgia,Georgia,2020-21,338,0.4690000000000001,0.426,0.5379999999999999,0.5379999999999999,0.11199999999999999,0.225,0.25,0,0.237,0.225,0.778,0.311,0.7240000000000001
Mikal Starks,Mikal Starks,Georgia,Georgia,2020-21,10,0.2,0.2,0.5,0.4,0.5,0.5,0,NA,0,NA,NA,0,NA
Jose Alvarado,Jose Alvarado,Georgia Tech,Georgia Tech,2020-21,265,0.612,0.575,0.392,0.654,0.515,0.18100000000000002,0.41700000000000004,0.15,0.426,0.381,0.6509999999999999,0.29100000000000004,0.831
Michael Devoe,Michael Devoe,Georgia Tech,Georgia Tech,2020-21,289,0.591,0.564,0.263,0.632,0.41700000000000004,0.24600000000000002,0.39399999999999996,0.071,0.491,0.408,0.845,0.28,0.753
Moses Wright,Moses Wright,Georgia Tech,Georgia Tech,2020-21,313,0.5780000000000001,0.5589999999999999,0.48200000000000004,0.735,0.613,0.428,0.34299999999999997,0.391,0.08900000000000001,0.429,0.917,0.355,0.6579999999999999
Jordan Usher,Jordan Usher,Georgia Tech,Georgia Tech,2020-21,233,0.5660000000000001,0.552,0.365,0.706,0.617,0.292,0.5,0.265,0.34299999999999997,0.28800000000000003,1,0.23199999999999998,0.667
Bubba Parham,Bubba Parham,Georgia Tech,Georgia Tech,2020-21,135,0.545,0.515,0.2,0.556,0.267,0.133,0.611,0.091,0.667,0.322,0.966,0.2,0.815
Rodney Howard,Rodney Howard,Georgia Tech,Georgia Tech,2020-21,25,0.547,0.52,0.64,0.5,0.75,0.36,0.556,1,0,NA,NA,0.28,0.7140000000000001
Kyle Sturdivant,Kyle Sturdivant,Georgia Tech,Georgia Tech,2020-21,71,0.537,0.493,0.324,0.609,0.28600000000000003,0.366,0.34600000000000003,0.556,0.31,0.364,0.875,0.324,0.7829999999999999
Khalid Moore,Khalid Moore,Georgia Tech,Georgia Tech,2020-21,100,0.468,0.43,0.35,0.457,0.562,0.19,0.632,0.41700000000000004,0.46,0.217,0.9,0.39,0.6409999999999999
Reggie Chaney,Reggie Chaney,Houston,Houston,2020-21,84,0.6809999999999999,0.655,0.7859999999999999,0.727,0.708,0.214,0.389,0.5710000000000001,0,NA,NA,0.655,0.727
Cameron Tyson,Cameron Tyson,Houston,Houston,2020-21,91,0.63,0.621,0.011000000000000001,1,0,0.044000000000000004,0.75,0.667,0.945,0.40700000000000003,1,0.044000000000000004,1
Justin Gorham,Justin Gorham,Houston,Houston,2020-21,186,0.5710000000000001,0.54,0.40299999999999997,0.72,0.519,0.33899999999999997,0.33299999999999996,0.28600000000000003,0.258,0.354,0.941,0.462,0.674
Caleb Mills,Caleb Mills,Houston,Houston,2020-21,28.999999999999996,0.562,0.466,0.31,0.556,0,0.552,0.43799999999999994,0,0.138,0.25,1,0.414,1
J'Wan Roberts,J'Wan Roberts,Houston,Houston,2020-21,34,0.558,0.5589999999999999,0.912,0.613,0.684,0.08800000000000001,0,NA,0,NA,NA,0.5589999999999999,0.526
Quentin Grimes,Quentin Grimes,Houston,Houston,2020-21,426,0.558,0.523,0.171,0.589,0.233,0.24600000000000002,0.28600000000000003,0.2,0.5820000000000001,0.40299999999999997,0.74,0.265,0.7879999999999999
Fabian White,Fabian White Jr,Houston,Houston,2020-21,63,0.552,0.524,0.365,0.7390000000000001,0.529,0.556,0.371,0.615,0.079,0.4,1,0.317,0.7
Brison Gresham,Brison Gresham,Houston,Houston,2020-21,71,0.549,0.563,0.43700000000000006,0.774,0.667,0.563,0.4,1,0,NA,NA,0.38,0.444
Dejon Jarreau,DeJon Jarreau,Houston,Houston,2020-21,271,0.524,0.489,0.299,0.568,0.174,0.369,0.4,0.2,0.332,0.344,0.903,0.336,0.703
Marcus Sasser,Marcus Sasser,Houston,Houston,2020-21,353,0.521,0.49,0.127,0.578,0.154,0.212,0.4,0.233,0.66,0.335,0.6409999999999999,0.17300000000000001,0.852
Jamal Shead,Jamal Shead,Houston,Houston,2020-21,77,0.502,0.474,0.33799999999999997,0.8079999999999999,0.23800000000000002,0.35100000000000003,0.40700000000000003,0.091,0.312,0.125,1,0.20800000000000002,0.75
Tramon Mark,Tramon Mark,Houston,Houston,2020-21,224.00000000000003,0.47800000000000004,0.42200000000000004,0.24600000000000002,0.6,0.182,0.429,0.344,0.242,0.326,0.26,0.789,0.36200000000000004,0.765
Kiyron Powell,Kiyron Powell,Houston,Houston,2020-21,32,0.459,0.469,0.281,0.889,0.375,0.7190000000000001,0.304,1,0,NA,NA,0.188,0.33299999999999996
Da'Monte Williams,Da'Monte Williams,Illinois,Illinois,2020-21,101,0.693,0.688,0.168,0.647,0.364,0.198,0.3,0.5,0.634,0.547,1,0.465,0.6809999999999999
Jacob Grandison,Jacob Grandison,Illinois,Illinois,2020-21,95,0.656,0.616,0.41100000000000003,0.6920000000000001,0.667,0.158,0.4,0.5,0.43200000000000005,0.415,1,0.242,0.9570000000000001
Kofi Cockburn,Kofi Cockburn,Illinois,Illinois,2020-21,327,0.637,0.654,0.6970000000000001,0.763,0.69,0.303,0.40399999999999997,0.65,0,NA,NA,0.664,0.5529999999999999
Giorgi Bezhanishvili,Giorgi Bezhanishvili,Illinois,Illinois,2020-21,123,0.5690000000000001,0.557,0.602,0.595,0.568,0.35,0.465,0.4,0.049,0.5,1,0.285,0.629
Ayo Dosunmu,Ayo Dosunmu,Illinois,Illinois,2020-21,430,0.5660000000000001,0.526,0.39799999999999996,0.649,0.36,0.409,0.381,0.16399999999999998,0.193,0.386,0.875,0.33299999999999996,0.7829999999999999
Trent Frazier,Trent Frazier,Illinois,Illinois,2020-21,245.00000000000003,0.559,0.512,0.151,0.703,0.192,0.22899999999999998,0.304,0.41200000000000003,0.62,0.36200000000000004,0.855,0.314,0.831
Andre Curbelo,Andre Curbelo,Illinois,Illinois,2020-21,219,0.548,0.509,0.502,0.636,0.114,0.35600000000000004,0.436,0.147,0.142,0.161,0.4,0.37,0.728
Adam Miller,Adam Miller,Illinois,Illinois,2020-21,229.99999999999997,0.52,0.504,0.17800000000000002,0.61,0.56,0.157,0.361,0.231,0.665,0.34,0.9229999999999999,0.165,0.684
Coleman Hawkins,Coleman Hawkins,Illinois,Illinois,2020-21,28.999999999999996,0.4730000000000001,0.397,0.345,0.5,0.6,0.207,0.33299999999999996,0,0.44799999999999995,0.231,1,0.655,0.684
Trayce Jackson-Davis,Trayce Jackson-Davis,Indiana,Indiana,2020-21,354,0.558,0.517,0.675,0.619,0.608,0.325,0.304,0.4,0,NA,NA,0.647,0.655
Race Thompson,Race Thompson,Indiana,Indiana,2020-21,169,0.553,0.524,0.527,0.618,0.618,0.385,0.446,0.517,0.08900000000000001,0.2,1,0.675,0.614
Armaan Franklin,Armaan Franklin,Indiana,Indiana,2020-21,202.99999999999997,0.547,0.517,0.315,0.45299999999999996,0.172,0.266,0.40700000000000003,0.22699999999999998,0.419,0.424,0.917,0.266,0.741
Aljami Durham,Aljami Durham,Indiana,Indiana,2020-21,224.00000000000003,0.537,0.473,0.28600000000000003,0.43799999999999994,0.14300000000000002,0.268,0.35,0.381,0.446,0.38,0.8420000000000001,0.46,0.7859999999999999
Jerome Hunter,Jerome Hunter,Indiana,Indiana,2020-21,136,0.527,0.526,0.235,0.688,0.591,0.228,0.387,0.16699999999999998,0.537,0.342,0.88,0.19899999999999998,0.519
Jordan Geronimo,Jordan Geronimo,Indiana,Indiana,2020-21,37,0.516,0.568,0.514,0.737,0.7140000000000001,0.21600000000000003,0.125,0,0.27,0.4,1,0.486,0.278
Trey Galloway,Trey Galloway,Indiana,Indiana,2020-21,84,0.48400000000000004,0.452,0.5479999999999999,0.565,0.423,0.06,0.6,0,0.39299999999999996,0.182,0.833,0.226,0.737
Anthony Leal,Anthony Leal,Indiana,Indiana,2020-21,32,0.465,0.45299999999999996,0.031,1,0,0.031,0,NA,0.938,0.3,1,0.156,0.6
Rob Phinisee,Rob Phinisee,Indiana,Indiana,2020-21,199,0.436,0.41,0.281,0.5539999999999999,0.258,0.23600000000000002,0.27699999999999997,0.077,0.48200000000000004,0.26,0.72,0.23600000000000002,0.638
Khristian Lander,Khristian Lander,Indiana,Indiana,2020-21,70,0.373,0.34299999999999997,0.14300000000000002,0.2,0,0.22899999999999998,0.25,0.75,0.629,0.273,0.833,0.114,0.875
Luka Garza,Luka Garza,Iowa,Iowa,2020-21,508,0.62,0.596,0.504,0.695,0.612,0.299,0.38799999999999996,0.508,0.19699999999999998,0.44,0.955,0.392,0.7090000000000001
Joe Wieskamp,Joe Wieskamp,Iowa,Iowa,2020-21,328,0.616,0.602,0.32,0.6,0.603,0.198,0.385,0.48,0.48200000000000004,0.462,0.89,0.293,0.677
CJ Fredrick,CJ Fredrick,Iowa,Iowa,2020-21,152,0.604,0.5920000000000001,0.151,0.478,0.364,0.349,0.47200000000000003,0.44,0.5,0.474,0.917,0.22399999999999998,0.6759999999999999
Keegan Murray,Keegan Murray,Iowa,Iowa,2020-21,166,0.586,0.5539999999999999,0.47,0.6409999999999999,0.56,0.205,0.529,0.611,0.325,0.29600000000000004,0.938,0.319,0.755
Jordan Bohannon,Jordan Bohannon,Iowa,Iowa,2020-21,257,0.58,0.545,0.07,0.444,0.125,0.132,0.353,0.083,0.7979999999999999,0.39,0.688,0.21,0.889
Ahron Ulis,Ahron Ulis,Iowa,Iowa,2020-21,15,0.5710000000000001,0.33299999999999996,0.6,0.33299999999999996,0,0.2,0.667,0.5,0.2,0,NA,1.3330000000000002,0.9
Jack Nunge,Jack Nunge,Iowa,Iowa,2020-21,128,0.543,0.5,0.414,0.66,0.514,0.21899999999999997,0.28600000000000003,0.75,0.36700000000000005,0.298,1,0.273,0.8290000000000001
Patrick McCaffery,Patrick McCaffery,Iowa,Iowa,2020-21,137,0.518,0.485,0.445,0.59,0.528,0.24100000000000002,0.33299999999999996,0.364,0.314,0.302,1,0.299,0.7070000000000001
Joe Toussaint,Joe Toussaint,Iowa,Iowa,2020-21,99,0.47800000000000004,0.439,0.495,0.5920000000000001,0.31,0.39399999999999996,0.256,0.1,0.111,0.273,1,0.455,0.622
Tony Perkins,Tony Perkins,Iowa,Iowa,2020-21,34,0.462,0.456,0.6759999999999999,0.435,0.4,0.235,0.5,0.25,0.08800000000000001,0.33299999999999996,1,0.441,0.467
Connor McCaffery,Connor McCaffery,Iowa,Iowa,2020-21,102,0.436,0.41200000000000003,0.157,0.5,0.5,0.20600000000000002,0.33299999999999996,0.28600000000000003,0.637,0.27699999999999997,0.778,0.284,0.586
Xavier Foster,Xavier Foster,Iowa State,Iowa State,2020-21,16,0.724,0.7190000000000001,0.43799999999999994,0.857,0.667,0.312,0.2,0,0.25,0.75,0.667,0.43799999999999994,0.7140000000000001
Jalen Coleman-Lands,Jalen Coleman-Lands,Iowa State,Iowa State,2020-21,264,0.5640000000000001,0.542,0.08,0.524,0.455,0.39399999999999996,0.462,0.43799999999999994,0.527,0.40299999999999997,0.821,0.136,0.861
Solomon Young,Solomon Young,Iowa State,Iowa State,2020-21,173,0.548,0.503,0.353,0.639,0.6920000000000001,0.647,0.429,0.45799999999999996,0,NA,NA,0.249,0.884
Rasir Bolton,Rasir Bolton,Iowa State,Iowa State,2020-21,245.00000000000003,0.556,0.502,0.335,0.6459999999999999,0.113,0.392,0.385,0.054000000000000006,0.273,0.32799999999999996,0.455,0.33899999999999997,0.843
Tyler Harris,Tyler Harris,Iowa State,Iowa State,2020-21,164,0.509,0.488,0.146,0.583,0.28600000000000003,0.134,0.409,0,0.72,0.322,0.763,0.11599999999999999,0.8420000000000001
Javan Johnson,Javan Johnson,Iowa State,Iowa State,2020-21,200,0.45599999999999996,0.445,0.27,0.611,0.091,0.29,0.345,0.05,0.44,0.273,0.833,0.09,0.667
Jaden Walker,Jaden Walker,Iowa State,Iowa State,2020-21,71,0.45199999999999996,0.408,0.268,0.368,0.14300000000000002,0.43700000000000006,0.419,0.231,0.29600000000000004,0.28600000000000003,0.667,0.225,0.812
Tre Jackson,Tre Jackson,Iowa State,Iowa State,2020-21,89,0.436,0.42700000000000005,0.10099999999999999,0.667,0.5,0.157,0.35700000000000004,0.2,0.742,0.273,0.9440000000000001,0.09,0.625
George Conditt IV,George Conditt,Iowa State,Iowa State,2020-21,64,0.406,0.406,0.516,0.606,0.6,0.484,0.19399999999999998,0.33299999999999996,0,NA,NA,0.203,0.385
Darlinstone Dubar,Darlinstone Dubar,Iowa State,Iowa State,2020-21,39,0.38,0.37200000000000005,0.513,0.35,0.429,0.256,0.3,0,0.231,0.33299999999999996,1,0.308,0.41700000000000004
Dudley Blackwell,Dudley Blackwell,Iowa State,Iowa State,2020-21,19,0.357,0.237,0.158,0.667,0,0.474,0.111,1,0.368,0.14300000000000002,0,0.684,0.6920000000000001
Dajuan Harris,Dajuan Harris,Kansas,Kansas,2020-21,56.00000000000001,0.584,0.562,0.446,0.48,0.41700000000000004,0.304,0.353,0,0.25,0.643,1,0.179,0.8
David McCormack,David McCormack,Kansas,Kansas,2020-21,297,0.562,0.517,0.387,0.609,0.557,0.609,0.45299999999999996,0.598,0.003,1,1,0.34700000000000003,0.7959999999999999
Ochai Agbaji,Ochai Agbaji,Kansas,Kansas,2020-21,350,0.549,0.531,0.243,0.635,0.5,0.166,0.259,0.33299999999999996,0.591,0.377,0.9229999999999999,0.21100000000000002,0.6890000000000001
Marcus Garrett,Marcus Garrett,Kansas,Kansas,2020-21,254.99999999999997,0.548,0.504,0.486,0.589,0.13699999999999998,0.255,0.32299999999999995,0.095,0.259,0.348,0.826,0.306,0.8079999999999999
Mitch Lightfoot,Mitch Lightfoot,Kansas,Kansas,2020-21,83,0.535,0.518,0.361,0.667,0.7,0.542,0.444,0.5,0.096,0.25,0.5,0.313,0.615
Christian Braun,Christian Braun,Kansas,Kansas,2020-21,242,0.529,0.488,0.285,0.478,0.303,0.083,0.35,0.28600000000000003,0.632,0.34,0.731,0.289,0.7859999999999999
Jalen Wilson,Jalen Wilson,Kansas,Kansas,2020-21,273,0.517,0.48700000000000004,0.37,0.5539999999999999,0.214,0.19,0.327,0.294,0.44,0.33299999999999996,0.975,0.436,0.63
Tristan Enaruna,Tristan Enaruna,Kansas,Kansas,2020-21,65,0.483,0.45399999999999996,0.385,0.6,0.2,0.27699999999999997,0.389,0.429,0.33799999999999997,0.22699999999999998,1,0.27699999999999997,0.667
Tyon Grant-Foster,Tyon Grant-Foster,Kansas,Kansas,2020-21,69,0.43100000000000005,0.413,0.406,0.679,0.263,0.261,0.278,0.2,0.33299999999999996,0.13,0.667,0.304,0.524
Bryce Thompson,Bryce Thompson,Kansas,Kansas,2020-21,102,0.413,0.392,0.225,0.478,0.182,0.42200000000000004,0.395,0.294,0.353,0.222,0.875,0.16699999999999998,0.647
Davion Bradford,Davion Bradford,Kansas State,Kansas State,2020-21,145,0.621,0.621,0.7240000000000001,0.7709999999999999,0.741,0.276,0.225,0.556,0,NA,NA,0.503,0.589
Seryee Lewis,Seryee Lewis,Kansas State,Kansas State,2020-21,24,0.587,0.625,0.708,0.706,0.5,0.292,0.429,0.33299999999999996,0,NA,NA,0.583,0.429
Nijel Pack,Nijel Pack,Kansas State,Kansas State,2020-21,261,0.55,0.5329999999999999,0.134,0.429,0.2,0.299,0.436,0.20600000000000002,0.5670000000000001,0.405,0.883,0.13,0.794
Kaosi Ezeagu,Kaosi Ezeagu,Kansas State,Kansas State,2020-21,66,0.54,0.561,0.5760000000000001,0.711,0.778,0.424,0.35700000000000004,0.4,0,NA,NA,0.7879999999999999,0.462
Carlton Linguard,Carlton Linguard,Kansas State,Kansas State,2020-21,35,0.515,0.514,0.28600000000000003,0.9,0.444,0.4,0.214,0.667,0.314,0.364,1,0.114,0.5
Montavious Murphy,Montavious Murphy,Kansas State,Kansas State,2020-21,9,0.505,0.444,0.444,0.5,1,0.444,0.5,0.5,0.111,0,NA,0.444,0.75
Mike McGuirl,Mike McGuirl,Kansas State,Kansas State,2020-21,315,0.48700000000000004,0.451,0.2,0.508,0.312,0.19699999999999998,0.32299999999999995,0.4,0.603,0.316,0.767,0.24100000000000002,0.763
Antonio Gordon,Antonio  Gordon,Kansas State,Kansas State,2020-21,112.00000000000001,0.48700000000000004,0.46399999999999997,0.35700000000000004,0.625,0.32,0.33,0.486,0.722,0.312,0.171,0.667,0.25,0.643
Rudi Williams,Rudi Williams,Kansas State,Kansas State,2020-21,124,0.485,0.46399999999999997,0.371,0.609,0.321,0.218,0.259,0.14300000000000002,0.41100000000000003,0.294,0.8,0.153,0.737
Dajuan Gordon,DaJuan  Gordon,Kansas State,Kansas State,2020-21,216,0.464,0.41700000000000004,0.39799999999999996,0.616,0.47200000000000003,0.218,0.213,0.5,0.384,0.217,0.556,0.292,0.762
Selton Miguel,Selton Miguel,Kansas State,Kansas State,2020-21,212,0.42400000000000004,0.377,0.415,0.5,0.205,0.165,0.171,0.16699999999999998,0.42,0.225,0.85,0.33,0.6859999999999999
Luke Kasubke,Luke Kasubke,Kansas State,Kansas State,2020-21,39,0.379,0.321,0.179,0.429,0.667,0.128,0.4,0.5,0.6920000000000001,0.185,1,0.385,0.667
Isaiah Jackson,Isaiah Jackson,Kentucky,Kentucky,2020-21,137,0.587,0.54,0.606,0.675,0.46399999999999997,0.38,0.34600000000000003,0.444,0.015,0,NA,0.657,0.7
Olivier Sarr,Olivier Sarr,Kentucky,Kentucky,2020-21,198,0.56,0.5,0.278,0.6729999999999999,0.405,0.586,0.379,0.523,0.136,0.444,1,0.46,0.7909999999999999
Dontaie Allen,Dontaie Allen,Kentucky,Kentucky,2020-21,100,0.553,0.545,0.04,0.75,0,0.18,0.278,0.6,0.78,0.397,0.935,0.14,0.643
Cam'Ron Fletcher,Cam'Ron Fletcher,Kentucky,Kentucky,2020-21,13,0.538,0.5770000000000001,0.385,1,0.4,0.308,0.25,1,0.308,0.25,1,0.154,0
Davion Mintz,Davion Mintz,Kentucky,Kentucky,2020-21,242,0.531,0.512,0.19399999999999998,0.574,0.259,0.198,0.271,0.077,0.607,0.381,0.7140000000000001,0.252,0.6559999999999999
Jacob Toppin,Jacob Toppin,Kentucky,Kentucky,2020-21,99,0.523,0.465,0.364,0.611,0.455,0.505,0.36,0.556,0.131,0.308,0.75,0.414,0.78
Keion Brooks,Brooks Keion,Kentucky,Kentucky,2020-21,145,0.505,0.462,0.414,0.633,0.42100000000000004,0.39299999999999996,0.35100000000000003,0.55,0.193,0.214,0.833,0.26899999999999996,0.795
Devin Askew,Devin Askew,Kentucky,Kentucky,2020-21,142,0.4750000000000001,0.39799999999999996,0.24600000000000002,0.429,0.2,0.373,0.358,0,0.38,0.278,0.9329999999999999,0.43700000000000006,0.8059999999999999
Terrence Clarke,Terrence Clarke,Kentucky,Kentucky,2020-21,76,0.45799999999999996,0.45399999999999996,0.184,0.7140000000000001,0.3,0.513,0.436,0.17600000000000002,0.303,0.217,1,0.22399999999999998,0.47100000000000003
Lance Ware,Lance Ware,Kentucky,Kentucky,2020-21,32,0.457,0.406,0.7190000000000001,0.522,0.33299999999999996,0.281,0.111,0,0,NA,NA,0.8440000000000001,0.556
Brandon Boston,Boston Brandon,Kentucky,Kentucky,2020-21,290,0.447,0.40700000000000003,0.31,0.478,0.302,0.345,0.3,0.36700000000000005,0.345,0.3,0.867,0.22399999999999998,0.785
Jared Kimbrough,Jared Kimbrough,La Salle,La Salle,2020-21,85,0.641,0.6409999999999999,0.624,0.736,0.59,0.341,0.483,0.14300000000000002,0.035,0.33299999999999996,0,0.271,0.609
Jhamir Brickus,Jhamir Brickus,La Salle,La Salle,2020-21,161,0.593,0.568,0.366,0.746,0.136,0.19899999999999998,0.406,0.077,0.435,0.32899999999999996,0.7390000000000001,0.19899999999999998,0.812
Clifton Moore,Clifton Moore,La Salle,La Salle,2020-21,101,0.546,0.53,0.406,0.659,0.519,0.317,0.406,0.462,0.27699999999999997,0.321,1,0.317,0.625
Christian Ray,Christian Ray,La Salle,La Salle,2020-21,132,0.535,0.542,0.5529999999999999,0.644,0.489,0.152,0.4,0.125,0.295,0.282,1,0.326,0.465
Sherif Kenney,Sherif Kenney,La Salle,La Salle,2020-21,153,0.556,0.51,0.301,0.5870000000000001,0.29600000000000004,0.11800000000000001,0.16699999999999998,0,0.5820000000000001,0.36,0.875,0.5820000000000001,0.685
Scott Spencer,Scott Spencer,La Salle,La Salle,2020-21,113.99999999999999,0.5720000000000001,0.57,0.079,0.667,0.5,0.263,0.267,0.25,0.6579999999999999,0.45299999999999996,0.941,0.105,0.583
David Beatty,David Beatty,La Salle,La Salle,2020-21,182,0.53,0.49700000000000005,0.247,0.511,0.348,0.26899999999999996,0.36700000000000005,0.16699999999999998,0.484,0.375,0.667,0.198,0.833
